PWM;VTotal;VDiodo;CDiodo
170;3.14;0.31;8.98
175;3.43;0.32;9.87
180;3.60;0.32;10.43
185;3.70;0.32;10.74
190;3.86;0.32;11.22
195;3.92;0.32;11.44
200;4.05;0.33;11.82
205;4.15;0.33;12.15
210;4.17;0.31;12.24
215;4.30;0.33;12.61
220;4.37;0.33;12.85
225;4.42;0.33;13.00
230;4.49;0.33;13.19
235;4.55;0.33;13.39
240;4.59;0.33;13.51
245;4.64;0.33;13.69
250;4.69;0.32;13.86
255;4.73;0.33;13.96
0;2.12;0.28;5.83
5;0.59;0.22;1.16
10;0.18;0.14;0.12
15;0.17;0.10;0.22
20;0.12;0.11;0.05
25;0.15;0.13;0.06
30;0.13;0.15;-0.06
35;0.22;0.16;0.20
40;0.25;0.17;0.28
45;0.28;0.18;0.34
50;0.35;0.19;0.51
55;0.38;0.20;0.59
60;0.42;0.18;0.78
65;0.52;0.22;0.96
70;0.53;0.22;1.01
75;0.58;0.22;1.13
80;0.68;0.24;1.41
85;0.72;0.23;1.54
90;0.77;0.23;1.69
95;0.89;0.25;2.05
100;0.95;0.24;2.25
105;1.01;0.25;2.42
110;1.16;0.26;2.85
115;1.25;0.26;3.13
120;1.32;0.26;3.37
125;1.52;0.28;3.94
130;1.64;0.27;4.33
135;1.74;0.27;4.67
140;2.00;0.29;5.43
145;2.16;0.29;5.93
150;2.30;0.28;6.39
155;2.61;0.30;7.32
160;2.80;0.30;7.93
165;2.94;0.30;8.38
170;3.24;0.31;9.29
175;3.44;0.31;9.93
180;3.55;0.32;10.27
185;3.73;0.32;10.81
190;3.81;0.32;11.08
195;3.95;0.32;11.53
200;4.07;0.32;11.89
205;4.09;0.32;11.96
210;4.22;0.33;12.37
215;4.31;0.33;12.63
220;4.35;0.33;12.77
225;4.43;0.33;13.02
230;4.49;0.33;13.22
235;4.54;0.33;13.37
240;4.59;0.33;13.55
245;4.64;0.32;13.72
250;4.69;0.33;13.82
255;4.73;0.33;13.96
0;2.12;0.28;5.83
5;0.57;0.22;1.10
10;0.18;0.14;0.12
15;0.11;0.10;0.05
20;0.12;0.11;0.05
25;0.17;0.14;0.08
30;0.19;0.14;0.14
35;0.22;0.16;0.19
40;0.21;0.18;0.09
45;0.30;0.18;0.39
50;0.34;0.19;0.48
55;0.37;0.20;0.56
60;0.45;0.21;0.78
65;0.48;0.21;0.85
70;0.52;0.18;1.09
75;0.64;0.24;1.26
80;0.65;0.22;1.35
85;0.69;0.23;1.46
90;0.83;0.24;1.86
95;0.87;0.24;1.99
100;0.92;0.24;2.16
105;1.08;0.26;2.59
110;1.13;0.25;2.78
115;1.21;0.26;3.01
120;1.41;0.27;3.62
125;1.48;0.27;3.83
130;1.58;0.23;4.28
135;1.85;0.28;4.98
140;1.93;0.28;5.24
145;2.07;0.28;5.66
150;2.42;0.30;6.75
155;2.53;0.29;7.09
160;2.70;0.30;7.62
165;3.05;0.31;8.69
170;3.17;0.31;9.09
175;3.40;0.32;9.78
180;3.59;0.32;10.38
185;3.66;0.31;10.61
190;3.84;0.32;11.17
195;3.97;0.32;11.58
200;3.98;0.31;11.65
205;4.14;0.32;12.13
210;4.23;0.33;12.40
215;4.29;0.33;12.57
220;4.37;0.33;12.83
225;4.44;0.33;13.05
230;4.49;0.33;13.20
235;4.54;0.33;13.37
240;4.59;0.32;13.58
245;4.64;0.33;13.67
250;4.69;0.33;13.82
255;4.73;0.33;13.98
0;2.11;0.28;5.79
5;0.61;0.22;1.23
10;0.18;0.14;0.12
15;0.11;0.10;0.05
20;0.14;0.11;0.08
25;0.15;0.13;0.08
30;0.18;0.14;0.12
35;0.25;0.21;0.12
40;0.26;0.17;0.28
45;0.29;0.18;0.36
50;0.35;0.20;0.50
55;0.39;0.20;0.61
60;0.43;0.20;0.71
65;0.46;0.21;0.81
70;0.57;0.22;1.12
75;0.59;0.22;1.16
80;0.63;0.18;1.43
85;0.79;0.27;1.64
90;0.78;0.23;1.72
95;0.84;0.24;1.89
100;1.03;0.25;2.45
105;1.03;0.25;2.47
110;1.10;0.23;2.75
115;1.31;0.27;3.32
120;1.34;0.26;3.41
125;1.44;0.26;3.72
130;1.71;0.28;4.52
135;1.76;0.27;4.72
140;1.88;0.28;5.07
145;2.22;0.29;6.11
150;2.29;0.29;6.35
155;2.62;0.30;7.37
160;2.87;0.31;8.13
165;2.86;0.30;8.15
170;3.28;0.31;9.42
175;3.45;0.32;9.95
180;3.34;0.31;9.62
185;3.71;0.32;10.78
190;3.87;0.32;11.25
195;3.74;0.31;10.88
200;4.06;0.32;11.85
205;4.15;0.32;12.16
210;4.20;0.32;12.30
215;4.30;0.33;12.60
220;4.37;0.33;12.83
225;4.43;0.33;13.02
230;4.49;0.33;13.20
235;4.55;0.33;13.39
240;4.59;0.33;13.53
245;4.64;0.33;13.69
250;4.68;0.33;13.82
255;4.73;0.33;13.96
0;1.99;0.28;5.43
5;0.62;0.22;1.24
10;0.21;0.15;0.17
15;0.13;0.11;0.06
20;0.13;0.11;0.06
25;0.15;0.12;0.08
30;0.39;0.15;0.74
35;0.21;0.15;0.17
40;0.25;0.17;0.28
45;0.65;0.23;1.32
50;0.33;0.19;0.47
55;0.37;0.20;0.54
60;0.75;0.24;1.61
65;0.49;0.21;0.88
70;0.53;0.22;0.99
75;0.55;0.24;0.96
80;0.97;0.23;2.36
85;0.70;0.23;1.51
90;0.75;0.23;1.63
95;1.16;0.26;2.84
100;0.92;0.24;2.14
105;0.99;0.24;2.37
110;1.39;0.27;3.54
115;1.20;0.26;2.99
120;1.30;0.27;3.27
125;1.70;0.28;4.52
130;1.54;0.27;4.05
135;1.65;0.28;4.33
140;2.17;0.29;5.97
145;2.06;0.28;5.65
150;2.43;0.30;6.77
155;2.67;0.30;7.51
160;2.70;0.29;7.65
165;3.05;0.31;8.69
170;3.26;0.31;9.37
175;3.27;0.31;9.40
180;3.58;0.32;10.36
185;3.76;0.32;10.91
190;3.62;0.31;10.49
195;3.95;0.32;11.53
200;4.05;0.32;11.84
205;4.06;0.32;11.87
210;4.22;0.32;12.38
215;4.31;0.34;12.60
220;4.36;0.33;12.80
225;4.43;0.33;13.02
230;4.50;0.32;13.25
235;4.54;0.33;13.37
240;4.59;0.33;13.55
245;4.57;0.33;13.45
250;4.74;0.33;13.98
255;4.75;0.33;14.04
0;0.00;0.00;0.00
5;0.00;0.00;0.00
10;0.04;0.00;0.14
15;0.00;0.00;0.00
20;0.00;0.00;0.00
25;0.00;0.00;0.00
30;4.75;0.00;15.08
35;0.00;0.00;0.00
40;0.00;0.00;0.00
45;0.00;0.00;0.00
50;4.76;0.33;14.06
55;0.00;0.00;0.00
60;0.00;0.00;0.00
65;0.00;0.00;0.00
70;4.75;0.33;14.04
75;0.00;0.00;0.00
80;0.00;0.00;0.00
85;0.00;0.33;-1.04
90;4.75;0.34;14.01
95;4.00;0.32;11.68
100;2.88;0.31;8.15
105;2.53;0.31;7.06
110;1.88;0.28;5.09
115;4.27;0.32;12.52
120;4.75;0.34;14.01
125;0.00;0.00;0.00
130;3.57;0.32;10.33
135;4.75;0.33;14.04
140;0.00;0.00;0.00
145;4.75;0.33;14.04
150;4.75;0.33;14.03
155;0.00;0.00;0.00
160;4.76;0.33;14.06
165;4.75;0.33;14.03
170;0.00;0.00;0.00
175;4.76;0.33;14.06
180;4.75;0.33;14.03
185;0.74;0.23;1.60
190;4.60;0.33;13.58
195;4.75;0.33;14.03
200;0.00;0.00;0.00
205;4.75;0.33;14.04
210;4.75;0.33;14.03
215;0.00;0.00;0.00
220;4.75;0.33;14.03
225;4.75;0.33;14.04
230;0.00;0.00;0.00
235;4.75;0.33;14.04
240;4.75;0.33;14.03
245;4.75;0.33;14.03
250;4.75;0.33;14.04
255;4.75;0.33;14.03
0;0.00;0.00;0.00
5;0.00;0.00;0.00
10;0.00;0.00;0.00
15;0.00;0.00;0.00
20;0.00;0.00;0.00
25;0.00;0.00;0.00
30;0.00;0.33;-1.04
35;0.00;0.00;0.00
40;0.00;0.00;0.00
45;0.00;0.00;0.00
50;0.00;0.33;-1.04
55;0.00;0.00;0.00
60;0.00;0.00;0.00
65;0.00;0.00;0.00
70;0.00;0.33;-1.04
75;4.75;0.00;15.07
80;0.00;0.00;0.00
85;0.00;0.00;0.00
90;4.75;0.33;14.04
95;0.35;0.19;0.50
100;0.47;0.21;0.84
105;3.74;0.32;10.86
110;0.69;0.23;1.47
115;0.69;0.23;1.46
120;3.62;0.32;10.47
125;0.72;0.23;1.55
130;0.60;0.22;1.19
135;3.82;0.32;11.09
140;0.81;0.23;1.82
145;1.42;0.30;3.55
150;3.15;0.31;9.00
155;1.81;0.28;4.87
160;1.74;0.31;4.52
165;3.23;0.31;9.26
170;3.06;0.30;8.75
175;3.36;0.31;9.68
180;3.57;0.32;10.33
185;3.63;0.31;10.52
190;3.84;0.32;11.16
195;3.97;0.32;11.58
200;3.96;0.31;11.59
205;4.15;0.32;12.15
210;4.23;0.33;12.40
215;4.29;0.32;12.58
220;4.37;0.33;12.83
225;4.44;0.33;13.05
230;4.49;0.33;13.22
235;4.55;0.33;13.39
240;4.60;0.32;13.58
245;4.64;0.33;13.70
250;4.69;0.33;13.84
255;4.73;0.33;13.98
0;2.07;0.28;5.66
5;0.63;0.22;1.27
10;0.19;0.15;0.12
15;0.11;0.10;0.05
20;0.13;0.11;0.06
25;0.15;0.12;0.08
30;0.05;0.05;0.00
35;0.87;0.24;2.00
40;0.29;0.18;0.36
45;0.30;0.18;0.39
50;0.27;0.23;0.12
55;0.39;0.20;0.61
60;0.42;0.20;0.70
65;0.46;0.17;0.93
70;0.81;0.22;1.85
75;0.57;0.22;1.10
80;0.56;0.22;1.10
85;2.89;0.31;8.21
90;0.37;0.20;0.54
95;0.37;0.20;0.54
100;3.77;0.32;10.95
105;0.36;0.20;0.53
110;0.47;0.21;0.82
115;3.75;0.32;10.88
120;0.57;0.22;1.12
125;0.63;0.31;0.99
130;3.74;0.32;10.85
135;0.63;0.22;1.29
140;4.35;0.33;12.77
145;4.75;0.33;14.03
150;0.00;0.00;0.00
155;4.75;0.33;14.03
160;4.75;0.33;14.03
165;0.00;0.00;0.00
170;4.76;0.33;14.04
175;4.75;0.33;14.03
180;0.00;0.00;0.00
185;4.75;0.33;14.03
190;4.76;0.33;14.04
195;0.00;0.00;0.00
200;4.75;0.33;14.03
205;4.76;0.34;14.03
210;4.75;0.00;15.07
215;4.75;0.33;14.03
220;4.75;0.33;14.03
225;0.00;0.00;0.00
230;4.75;0.34;14.01
235;4.75;0.34;14.01
240;4.75;0.33;14.01
245;4.75;0.34;14.01
250;4.75;0.34;14.01
255;4.75;0.34;14.01
0;0.00;0.00;0.00
5;0.00;0.00;0.00
10;0.00;0.00;0.00
15;0.00;0.00;0.00
20;0.00;0.00;0.00
25;4.76;0.00;15.10
30;0.00;0.00;0.00
35;0.00;0.00;0.00
40;0.00;0.00;0.00
45;4.75;0.34;14.00
50;0.00;0.00;0.00
55;0.00;0.00;0.00
60;0.00;0.00;0.00
65;4.76;0.34;14.01
70;0.00;0.00;0.00
75;0.00;0.00;0.00
80;0.00;0.34;-1.07
85;4.75;0.00;15.08
90;0.00;0.00;0.00
95;0.00;0.00;0.00
100;4.75;0.34;14.01
105;0.00;0.00;0.00
110;0.00;0.00;0.00
115;0.00;0.33;-1.06
120;4.75;0.34;14.01
125;0.00;0.00;0.00
130;0.00;0.33;-1.06
135;4.75;0.34;14.01
140;0.00;0.00;0.00
145;0.00;0.00;0.00
150;4.76;0.34;14.03
155;4.76;0.00;15.10
160;0.00;0.00;0.00
165;4.75;0.34;14.01
170;4.75;0.34;14.01
175;0.00;0.00;0.00
180;4.75;0.34;14.01
185;4.75;0.34;14.01
190;0.00;0.00;0.00
195;4.75;0.34;14.01
200;4.75;0.34;14.01
205;0.00;0.33;-1.06
210;4.76;0.34;14.03
215;4.75;0.34;14.01
220;4.76;0.34;14.03
225;4.76;0.34;14.03
230;4.75;0.34;14.01
235;4.75;0.34;14.01
240;4.76;0.34;14.03
245;4.75;0.00;15.08
250;4.76;0.34;14.03
255;4.76;0.34;14.03
0;0.00;0.00;0.00
5;0.00;0.00;0.00
10;0.00;0.00;0.00
15;0.00;0.00;0.00
20;0.00;0.00;0.00
25;0.00;0.00;0.00
30;0.00;0.00;0.00
35;4.75;0.00;15.08
40;0.00;0.00;0.00
45;0.00;0.00;0.00
50;0.00;0.00;0.00
55;4.76;0.00;15.10
60;0.00;0.00;0.00
65;0.00;0.00;0.00
70;0.00;0.33;-1.04
75;4.75;0.00;15.08
80;0.00;0.00;0.00
85;0.00;0.00;0.00
90;4.76;0.33;14.04
95;0.00;0.00;0.00
100;0.00;0.00;0.00
105;0.00;0.00;0.00
110;4.76;0.33;14.04
115;0.00;0.00;0.00
120;0.00;0.00;0.00
125;4.75;0.33;14.03
130;4.76;0.34;14.03
135;0.00;0.00;0.00
140;4.76;0.33;14.04
145;4.76;0.33;14.04
150;0.00;0.00;0.00
155;4.75;0.33;14.03
160;4.75;0.33;14.03
165;0.00;0.00;0.00
170;4.75;0.33;14.03
175;4.75;0.33;14.03
180;0.00;0.00;0.00
185;4.76;0.33;14.06
190;4.76;0.33;14.04
195;0.00;0.00;0.00
200;4.76;0.33;14.04
205;4.76;0.33;14.04
210;0.00;0.00;0.00
215;4.75;0.33;14.03
220;4.75;0.33;14.03
225;0.00;0.00;0.00
230;4.75;0.33;14.04
235;4.75;0.33;14.03
240;4.75;0.00;15.08
245;4.75;0.33;14.03
250;4.75;0.33;14.03
255;4.75;0.33;14.04
0;0.00;0.00;0.00
5;0.00;0.00;0.00
10;0.00;0.00;0.00
15;0.00;0.00;0.00
20;0.00;0.00;0.00
25;4.76;0.34;14.03
30;0.00;0.00;0.00
35;0.00;0.00;0.00
40;0.00;0.00;0.00
45;4.76;0.33;14.04
50;0.00;0.00;0.00
55;0.00;0.00;0.00
60;0.00;0.00;0.00
65;4.75;0.33;14.03
70;0.00;0.00;0.00
75;0.00;0.00;0.00
80;0.00;0.33;-1.04
85;4.75;0.00;15.08
90;0.00;0.00;0.00
95;0.00;0.00;0.00
100;4.75;0.33;14.04
105;0.00;0.00;0.00
110;0.00;0.00;0.00
115;0.00;0.33;-1.04
120;4.76;0.33;14.06
125;0.00;0.00;0.00
130;0.00;0.00;0.00
135;4.75;0.33;14.03
140;0.00;0.00;0.00
145;0.00;0.00;0.00
150;4.76;0.33;14.06
155;4.76;0.33;14.06
160;0.00;0.00;0.00
165;4.75;0.33;14.03
170;4.75;0.33;14.04
175;0.00;0.00;0.00
180;4.76;0.33;14.06
185;4.75;0.33;14.04
190;0.00;0.00;0.00
195;4.76;0.33;14.04
200;4.75;0.33;14.04
205;0.00;0.00;0.00
210;4.76;0.33;14.04
215;4.75;0.33;14.04
220;0.00;0.00;0.00
225;4.75;0.33;14.03
230;4.75;0.33;14.03
235;4.75;0.00;15.07
240;4.76;0.33;14.04
245;4.75;0.33;14.03
250;4.76;0.33;14.06
255;4.75;0.33;14.04
0;0.00;0.00;0.00
5;0.00;0.00;0.00
10;0.00;0.00;0.00
15;0.00;0.00;0.00
20;0.00;0.00;0.00
25;0.00;0.00;0.00
30;0.00;0.00;0.00
35;0.00;0.00;0.00
40;4.76;0.00;15.10
45;1.13;0.25;2.79
50;0.92;0.24;2.16
55;0.76;0.24;1.63
60;0.51;0.22;0.95
65;0.48;0.21;0.87
70;0.89;0.25;2.03
75;0.60;0.22;1.18
80;0.64;0.22;1.30
85;0.65;0.25;1.24
90;1.10;0.25;2.70
95;0.88;0.24;2.03
100;0.94;0.25;2.19
105;1.12;0.26;2.73
110;1.12;0.26;2.73
115;1.16;0.27;2.82
120;1.48;0.28;3.82
125;1.48;0.27;3.85
130;1.68;0.28;4.42
135;1.87;0.29;5.01
140;1.93;0.28;5.21
145;2.20;0.30;6.04
150;2.43;0.30;6.77
155;2.51;0.30;7.01
160;2.83;0.31;8.01
165;3.05;0.32;8.69
170;3.15;0.31;9.00
175;3.42;0.32;9.84
180;3.60;0.32;10.40
185;3.64;0.32;10.55
190;3.85;0.33;11.19
195;3.97;0.33;11.58
200;4.04;0.33;11.78
205;4.15;0.33;12.13
210;4.24;0.33;12.40
215;4.30;0.33;12.58
220;4.37;0.33;12.83
225;4.43;0.33;13.02
230;4.49;0.33;13.19
235;4.55;0.34;13.36
240;4.59;0.34;13.50
245;4.64;0.34;13.67
250;4.69;0.34;13.81
255;4.73;0.34;13.95
0;2.11;0.29;5.77
5;0.60;0.23;1.16
10;0.18;0.14;0.11
15;0.11;0.10;0.05
20;0.13;0.11;0.05
25;0.15;0.13;0.08
30;0.18;0.14;0.12
35;0.24;0.17;0.23
40;0.26;0.18;0.26
45;0.29;0.18;0.34
50;0.40;0.25;0.47
55;0.39;0.21;0.57
60;0.43;0.21;0.68
65;0.53;0.23;0.96
70;0.54;0.22;0.99
75;0.58;0.22;1.12
80;0.76;0.24;1.63
85;0.70;0.23;1.47
90;0.00;0.00;0.00
95;0.00;0.00;0.00
100;3.47;0.32;9.98
105;0.31;0.19;0.39
110;0.00;0.00;0.00
115;4.61;0.33;13.58
120;0.04;0.00;0.14
125;0.00;0.00;0.00
130;4.76;0.34;14.03
135;4.75;0.34;14.00
140;0.01;0.01;0.00
145;2.35;0.30;6.49
150;2.70;0.31;7.57
155;1.74;0.28;4.62
160;2.95;0.31;8.38
165;3.17;0.32;9.05
170;2.87;0.31;8.15
175;3.45;0.32;9.91
180;3.65;0.33;10.55
185;3.12;0.29;9.00
190;3.92;0.33;11.42
195;4.00;0.33;11.65
200;4.10;0.33;11.98
205;4.12;0.33;12.03
210;4.22;0.32;12.37
215;4.25;0.33;12.43
220;4.36;0.33;12.79
225;3.60;0.32;10.41
230;4.48;0.34;13.14
235;4.54;0.33;13.36
240;4.58;0.34;13.48
245;4.64;0.34;13.65
250;4.69;0.34;13.82
255;4.73;0.34;13.93
0;1.95;0.29;5.26
5;0.63;0.23;1.27
10;0.20;0.15;0.14
15;0.11;0.08;0.11
20;0.12;0.11;0.05
25;0.15;0.13;0.08
30;0.18;0.14;0.12
35;0.23;0.16;0.23
40;0.25;0.18;0.25
45;0.29;0.18;0.34
50;0.42;0.22;0.64
55;0.38;0.20;0.57
60;0.41;0.21;0.64
65;0.73;0.24;1.55
70;0.54;0.22;0.99
75;0.58;0.22;1.13
80;0.81;0.25;1.77
85;0.74;0.24;1.60
90;0.78;0.24;1.71
95;0.81;0.25;1.77
100;1.02;0.28;2.34
105;1.02;0.25;2.44
110;1.14;0.26;2.79
115;1.31;0.30;3.20
120;1.33;0.27;3.38
125;1.52;0.28;3.93
130;1.70;0.29;4.48
135;1.75;0.28;4.69
140;2.00;0.29;5.42
145;2.22;0.30;6.10
150;2.30;0.29;6.38
155;2.61;0.31;7.31
160;2.85;0.31;8.05
165;2.94;0.31;8.36
170;3.24;0.32;9.28
175;3.44;0.32;9.88
180;3.49;0.31;10.09
185;3.73;0.32;10.81
190;3.87;0.33;11.23
195;3.87;0.32;11.26
200;4.06;0.33;11.85
205;4.16;0.33;12.16
210;4.22;0.33;12.35
215;4.31;0.33;12.61
220;4.31;0.32;12.66
225;4.43;0.33;13.00
230;4.49;0.33;13.20
235;4.53;0.33;13.33
240;4.59;0.33;13.53
245;4.64;0.33;13.69
250;4.69;0.34;13.81
255;4.73;0.33;13.96
0;2.11;0.29;5.77
5;0.55;0.22;1.04
10;0.17;0.19;-0.08
15;0.11;0.10;0.05
20;0.12;0.11;0.05
25;0.15;0.09;0.19
30;0.19;0.15;0.12
35;0.22;0.16;0.19
40;0.25;0.17;0.25
45;0.33;0.19;0.43
50;0.34;0.20;0.45
55;0.38;0.20;0.56
60;0.47;0.23;0.78
65;0.48;0.22;0.85
70;0.53;0.22;0.98
75;0.63;0.23;1.24
80;0.66;0.23;1.37
85;0.70;0.23;1.49
90;0.81;0.25;1.78
95;0.95;0.25;2.23
100;0.93;0.25;2.17
105;1.06;0.26;2.53
110;1.20;0.27;2.95
115;1.22;0.26;3.03
120;1.39;0.27;3.54
125;1.55;0.29;4.00
130;1.60;0.27;4.20
135;1.82;0.29;4.87
140;2.03;0.31;5.46
145;2.11;0.29;5.77
150;2.39;0.30;6.63
155;2.64;0.31;7.40
160;2.72;0.30;7.68
165;3.04;0.32;8.64
170;3.26;0.32;9.34
175;3.32;0.31;9.56
180;3.58;0.32;10.35
185;3.74;0.33;10.83
190;3.76;0.32;10.92
195;3.97;0.33;11.56
200;4.08;0.33;11.90
205;4.14;0.33;12.09
210;4.23;0.33;12.38
215;4.24;0.33;12.41
220;4.36;0.33;12.80
225;4.43;0.33;13.02
230;4.43;0.33;13.02
235;4.54;0.33;13.36
240;4.59;0.33;13.53
245;4.64;0.33;13.69
250;4.69;0.34;13.81
255;4.73;0.34;13.95
0;2.11;0.29;5.79
5;0.56;0.22;1.07
10;0.00;0.00;0.00
15;0.00;0.00;0.00
20;0.00;0.00;0.00
25;4.76;0.00;15.10
30;0.00;0.00;0.00
35;0.00;0.00;0.00
40;0.00;0.00;0.00
45;4.76;0.34;14.03
50;0.00;0.00;0.00
55;0.00;0.00;0.00
60;0.41;0.20;0.68
65;0.82;0.22;1.88
70;0.53;0.22;0.98
