PWM;VTotal;VDiodo;CDiodo
75;0.59;0.23;1.15
80;0.73;0.24;1.55
85;0.72;0.23;1.55
90;0.77;0.24;1.68
95;0.91;0.26;2.08
100;0.95;0.25;2.22
105;1.01;0.25;2.41
110;1.18;0.27;2.90
115;1.25;0.26;3.12
120;1.32;0.26;3.37
125;1.54;0.28;4.00
130;1.63;0.28;4.30
135;1.74;0.28;4.62
140;2.02;0.30;5.46
145;2.15;0.29;5.88
150;1.89;0.25;5.18
155;2.85;0.31;8.05
160;2.96;0.30;8.44
165;1.56;0.32;3.96
170;3.63;0.33;10.49
175;3.65;0.29;10.66
180;3.59;0.32;10.36
185;3.88;0.33;11.28
190;2.33;0.30;6.45
195;3.98;0.33;11.61
200;3.98;0.33;11.58
205;3.87;0.31;11.30
210;4.18;0.33;12.23
215;4.29;0.33;12.57
220;4.35;0.33;12.75
225;4.43;0.33;13.00
230;4.49;0.34;13.19
235;4.54;0.33;13.36
240;4.59;0.34;13.51
245;4.64;0.33;13.70
250;4.69;0.34;13.81
255;4.73;0.34;13.95
0;2.09;0.29;5.71
5;0.56;0.22;1.07
10;0.18;0.14;0.11
15;0.11;0.10;0.03
20;0.12;0.11;0.05
25;0.20;0.14;0.19
30;0.18;0.15;0.11
35;0.22;0.16;0.17
40;0.31;0.20;0.37
45;0.26;0.18;0.28
50;0.32;0.19;0.42
55;0.35;0.24;0.36
60;0.43;0.21;0.68
65;0.46;0.22;0.78
70;0.53;0.18;1.13
75;0.80;0.24;1.77
80;0.40;0.21;0.61
85;0.61;0.23;1.19
90;1.71;0.29;4.52
95;0.78;0.24;1.71
100;0.86;0.24;1.96
105;2.16;0.30;5.91
110;1.03;0.25;2.47
115;1.11;0.25;2.72
120;2.11;0.30;5.76
125;1.34;0.26;3.43
130;1.40;0.28;3.55
135;2.43;0.31;6.73
140;1.89;0.28;5.10
145;1.79;0.30;4.73
150;3.23;0.32;9.23
155;1.43;0.27;3.68
160;3.18;0.31;9.09
165;3.18;0.32;9.08
170;2.41;0.30;6.70
175;3.63;0.32;10.50
180;3.67;0.32;10.63
185;2.43;0.29;6.78
190;3.96;0.33;11.53
195;4.00;0.33;11.65
200;2.61;0.28;7.37
205;4.13;0.33;12.06
210;4.28;0.33;12.54
215;4.27;0.33;12.49
220;4.34;0.33;12.72
225;4.42;0.33;12.99
230;4.48;0.33;13.16
235;4.58;0.33;13.48
240;4.57;0.31;13.51
245;4.63;0.33;13.64
250;4.67;0.33;13.76
255;4.72;0.34;13.92
0;1.28;0.26;3.23
5;0.66;0.23;1.38
10;0.24;0.17;0.25
15;0.17;0.14;0.11
20;0.20;0.15;0.17
25;0.22;0.16;0.19
30;0.13;0.11;0.05
35;1.85;0.29;4.95
40;0.17;0.14;0.09
45;0.20;0.15;0.16
50;0.22;0.29;-0.23
55;0.17;0.14;0.11
60;0.21;0.16;0.17
65;0.48;0.29;0.59
70;3.05;0.10;9.36
75;0.35;0.19;0.50
80;0.35;0.20;0.48
85;3.63;0.32;10.50
90;0.30;0.19;0.37
95;0.00;0.00;0.00
100;4.75;0.33;14.03
105;0.00;0.00;0.00
110;0.00;0.00;0.00
115;4.76;0.33;14.04
120;4.75;0.08;14.82
125;0.00;0.00;0.00
130;4.76;0.33;14.04
135;4.75;0.33;14.03
140;0.00;0.00;0.00
145;4.76;0.33;14.04
150;4.75;0.33;14.03
155;0.00;0.00;0.00
160;4.76;0.33;14.04
165;4.32;0.33;12.66
170;0.08;0.07;0.02
175;4.57;0.33;13.47
180;4.59;0.33;13.51
185;0.11;0.09;0.06
190;4.59;0.33;13.53
195;4.61;0.33;13.59
200;0.19;0.33;-0.47
205;4.72;0.33;13.92
210;3.45;0.33;9.91
215;3.91;0.32;11.40
220;4.15;0.33;12.15
225;4.33;0.32;12.74
230;4.42;0.33;12.99
235;4.52;0.33;13.30
240;3.61;0.33;10.40
245;4.63;0.33;13.64
250;4.68;0.33;13.79
255;4.72;0.33;13.93
0;1.44;0.27;3.72
5;0.57;0.22;1.10
10;0.26;0.17;0.28
15;0.14;0.12;0.06
20;0.12;0.10;0.06
25;0.14;0.12;0.06
30;0.15;0.12;0.08
35;1.39;0.17;3.89
40;0.20;0.15;0.16
45;0.16;0.13;0.08
50;2.11;0.29;5.76
55;0.30;0.19;0.37
60;0.21;0.16;0.17
65;2.72;0.31;7.66
70;0.19;0.15;0.14
75;0.14;0.12;0.05
80;0.06;0.33;-0.85
85;4.34;0.09;13.48
90;0.03;0.03;0.00
95;0.09;0.07;0.06
100;4.42;0.33;12.97
105;0.13;0.11;0.05
110;0.14;0.33;-0.59
115;4.43;0.33;13.02
120;0.16;0.13;0.08
125;4.41;0.33;12.96
130;4.54;0.33;13.34
135;0.12;0.11;0.03
140;4.53;0.33;13.33
145;4.56;0.34;13.41
150;0.10;0.09;0.02
155;4.66;0.33;13.73
160;4.70;0.12;14.52
165;0.00;0.33;-1.02
170;4.69;0.33;13.84
175;4.70;0.04;14.79
180;4.70;0.33;13.86
185;4.75;0.33;14.03
190;0.00;0.00;0.00
195;4.74;0.33;13.98
200;4.75;0.33;14.03
205;4.75;0.00;15.07
210;4.75;0.33;14.03
215;4.76;0.33;14.04
220;0.00;0.00;0.00
225;4.75;0.33;14.03
230;4.76;0.33;14.04
235;4.75;0.00;15.07
240;4.75;0.33;14.03
245;4.75;0.33;14.03
250;4.76;0.33;14.04
255;4.75;0.33;14.03
0;0.00;0.00;0.00
5;0.00;0.00;0.00
10;0.00;0.00;0.00
15;0.00;0.00;0.00
20;0.00;0.00;0.00
25;0.00;0.00;0.00
30;0.00;0.00;0.00
35;0.00;0.00;0.00
40;4.75;0.00;15.08
45;0.00;0.00;0.00
50;0.00;0.00;0.00
55;0.00;0.00;0.00
60;4.75;0.34;14.01
65;0.00;0.00;0.00
70;0.00;0.00;0.00
75;0.00;0.33;-1.06
80;4.75;0.00;15.08
85;0.00;0.00;0.00
90;0.00;0.00;0.00
95;4.76;0.33;14.04
100;0.00;0.00;0.00
105;0.00;0.00;0.00
110;0.00;0.33;-1.04
115;4.75;0.33;14.03
120;0.00;0.00;0.00
125;0.00;0.00;0.00
130;4.76;0.33;14.04
135;0.00;0.00;0.00
140;0.00;0.00;0.00
145;4.75;0.33;14.03
150;4.76;0.33;14.04
155;0.00;0.00;0.00
160;4.76;0.33;14.04
165;4.75;0.33;14.03
170;0.00;0.00;0.00
175;4.76;0.33;14.04
180;4.76;0.33;14.04
185;0.00;0.00;0.00
190;4.76;0.33;14.04
195;4.75;0.33;14.03
200;0.00;0.00;0.00
205;4.75;0.33;14.03
210;4.75;0.33;14.03
215;0.00;0.00;0.00
220;4.75;0.33;14.03
225;4.76;0.33;14.04
230;0.05;0.00;0.16
235;4.75;0.33;14.03
240;4.76;0.33;14.04
245;0.00;0.33;-1.06
250;4.76;0.33;14.04
255;4.76;0.33;14.04
0;0.00;0.00;0.00
5;0.00;0.00;0.00
10;0.00;0.33;-1.06
15;0.00;0.00;0.00
20;0.00;0.00;0.00
25;0.00;0.00;0.00
30;0.00;0.33;-1.06
35;0.00;0.00;0.00
40;0.00;0.00;0.00
45;0.00;0.00;0.00
50;4.74;0.33;14.00
55;0.00;0.00;0.00
60;0.00;0.00;0.00
65;0.00;0.00;0.00
70;4.76;0.33;14.04
75;0.00;0.00;0.00
80;0.00;0.00;0.00
85;0.00;0.00;0.00
90;4.76;0.33;14.04
95;0.00;0.00;0.00
100;0.00;0.00;0.00
105;0.00;0.33;-1.04
110;4.75;0.33;14.03
115;0.00;0.00;0.00
120;0.00;0.33;-1.04
125;4.76;0.33;14.04
130;0.00;0.00;0.00
135;0.00;0.00;0.00
140;4.75;0.33;14.03
145;4.75;0.00;15.07
150;0.00;0.00;0.00
155;4.75;0.33;14.03
160;4.75;0.34;14.01
165;0.00;0.00;0.00
170;4.76;0.33;14.04
175;4.76;0.33;14.04
180;0.00;0.00;0.00
185;4.75;0.33;14.03
190;4.76;0.33;14.04
195;0.00;0.00;0.00
200;4.75;0.33;14.03
205;4.75;0.33;14.03
210;0.00;0.33;-1.04
215;4.75;0.33;14.03
220;4.75;0.33;14.03
225;4.76;0.33;14.04
230;4.75;0.33;14.03
235;4.75;0.33;14.03
240;4.75;0.33;14.03
245;4.75;0.33;14.03
250;4.75;0.33;14.03
255;4.75;0.33;14.03
0;0.00;0.00;0.00
5;0.00;0.00;0.00
10;0.00;0.00;0.00
15;0.00;0.00;0.00
20;4.75;0.00;15.08
25;0.00;0.00;0.00
30;0.00;0.00;0.00
35;0.00;0.00;0.00
40;4.76;0.09;14.82
45;0.00;0.00;0.00
50;0.00;0.00;0.00
55;0.00;0.00;0.00
60;4.76;0.34;14.03
65;0.00;0.00;0.00
70;0.00;0.00;0.00
75;0.00;0.33;-1.04
80;4.75;0.00;15.08
85;0.00;0.00;0.00
90;0.00;0.00;0.00
95;4.76;0.33;14.04
100;0.00;0.00;0.00
105;0.00;0.00;0.00
110;0.00;0.00;0.00
115;4.75;0.33;14.03
120;0.00;0.00;0.00
125;0.00;0.00;0.00
130;4.75;0.33;14.03
135;4.75;0.00;15.08
140;0.00;0.00;0.00
145;4.75;0.33;14.03
150;4.75;0.33;14.03
155;0.00;0.00;0.00
160;4.76;0.33;14.04
165;4.75;0.33;14.03
170;0.00;0.00;0.00
175;4.75;0.33;14.03
180;4.76;0.33;14.04
185;0.00;0.00;0.00
190;4.76;0.33;14.04
195;4.76;0.33;14.04
200;0.00;0.00;0.00
205;4.76;0.33;14.04
210;4.76;0.33;14.04
215;0.00;0.00;0.00
220;4.76;0.33;14.04
225;4.75;0.33;14.03
230;0.00;0.00;0.00
235;4.76;0.33;14.04
240;4.76;0.33;14.04
245;4.75;0.33;14.04
250;4.75;0.33;14.03
255;4.75;0.33;14.03
0;0.00;0.00;0.00
5;0.00;0.00;0.00
10;0.00;0.33;-1.06
15;0.00;0.00;0.00
20;0.00;0.00;0.00
25;0.00;0.00;0.00
30;0.00;0.33;-1.04
35;0.00;0.00;0.00
40;0.00;0.00;0.00
45;0.00;0.00;0.00
50;4.74;0.33;14.00
55;0.00;0.00;0.00
60;0.00;0.00;0.00
65;0.00;0.00;0.00
70;4.76;0.33;14.04
75;0.00;0.00;0.00
80;0.00;0.00;0.00
85;0.00;0.00;0.00
90;4.76;0.33;14.06
95;0.00;0.00;0.00
100;0.00;0.00;0.00
105;0.00;0.33;-1.04
110;4.75;0.33;14.03
115;0.00;0.00;0.00
120;0.00;0.00;0.00
125;4.75;0.33;14.03
130;0.00;0.00;0.00
135;0.00;0.00;0.00
140;4.76;0.33;14.04
145;4.75;0.34;14.01
150;0.00;0.00;0.00
155;4.76;0.33;14.04
160;4.76;0.33;14.04
165;0.00;0.00;0.00
170;4.76;0.33;14.04
175;4.76;0.33;14.04
180;0.00;0.00;0.00
185;4.76;0.33;14.04
190;4.76;0.33;14.04
195;0.00;0.00;0.00
200;4.76;0.33;14.06
205;4.76;0.33;14.04
210;0.00;0.00;0.00
215;4.75;0.33;14.03
220;4.75;0.33;14.03
225;0.00;0.00;0.00
230;4.75;0.33;14.04
235;4.75;0.33;14.03
240;0.00;0.33;-1.04
245;4.76;0.33;14.04
250;4.75;0.33;14.03
255;4.75;0.33;14.03
0;0.00;0.00;0.00
5;0.00;0.00;0.00
10;0.00;0.00;0.00
15;0.00;0.00;0.00
20;0.00;0.00;0.00
25;4.76;0.00;15.10
30;0.00;0.00;0.00
35;0.00;0.00;0.00
40;0.00;0.00;0.00
45;4.76;0.33;14.04
50;0.00;0.00;0.00
55;0.00;0.00;0.00
60;0.00;0.00;0.00
65;4.76;0.33;14.06
70;0.00;0.00;0.00
75;0.00;0.00;0.00
80;0.00;0.33;-1.04
85;4.75;0.33;14.03
90;0.00;0.00;0.00
95;0.00;0.00;0.00
100;4.76;0.33;14.06
105;0.00;0.00;0.00
110;0.00;0.00;0.00
115;0.00;0.33;-1.04
120;4.75;0.33;14.04
125;0.00;0.00;0.00
130;0.00;0.33;-1.04
135;4.76;0.33;14.06
140;0.00;0.00;0.00
145;0.00;0.00;0.00
150;4.76;0.33;14.06
155;4.75;0.00;15.08
160;0.00;0.00;0.00
165;4.76;0.33;14.06
170;4.75;0.33;14.04
175;0.00;0.00;0.00
180;4.76;0.33;14.06
185;4.75;0.33;14.04
190;0.00;0.00;0.00
195;4.75;0.33;14.04
200;4.75;0.33;14.04
205;0.00;0.32;-1.02
210;4.75;0.33;14.04
215;4.75;0.32;14.06
220;4.76;0.32;14.07
225;4.75;0.33;14.04
230;4.76;0.33;14.06
235;4.76;0.32;14.07
240;4.75;0.33;14.04
245;4.76;0.33;14.04
250;4.75;0.33;14.04
255;4.75;0.32;14.06
0;0.00;0.00;0.00
5;0.00;0.00;0.00
10;0.00;0.00;0.00
15;0.00;0.00;0.00
20;0.00;0.00;0.00
25;0.00;0.00;0.00
30;0.00;0.00;0.00
35;4.75;0.00;15.07
40;0.00;0.00;0.00
45;0.00;0.00;0.00
50;0.00;0.00;0.00
55;4.76;0.00;15.10
60;0.00;0.00;0.00
65;0.00;0.00;0.00
70;0.00;0.32;-1.02
75;4.75;0.00;15.08
80;0.00;0.00;0.00
85;0.00;0.00;0.00
90;4.76;0.32;14.07
95;0.00;0.00;0.00
100;0.00;0.00;0.00
105;0.00;0.00;0.00
110;4.76;0.32;14.07
115;0.00;0.00;0.00
120;0.00;0.00;0.00
125;4.76;0.32;14.07
130;4.75;0.00;15.08
135;0.00;0.00;0.00
140;4.76;0.32;14.07
145;4.75;0.32;14.06
150;0.00;0.00;0.00
155;4.76;0.32;14.07
160;4.76;0.32;14.07
165;0.00;0.00;0.00
170;4.75;0.33;14.04
175;4.76;0.32;14.07
180;0.00;0.00;0.00
185;4.75;0.32;14.06
190;4.75;0.32;14.06
195;0.00;0.00;0.00
200;4.76;0.32;14.07
205;4.75;0.32;14.06
210;0.00;0.00;0.00
215;4.75;0.32;14.06
220;4.75;0.32;14.06
225;0.00;0.00;0.00
230;4.75;0.32;14.06
235;4.75;0.32;14.06
240;4.75;0.00;15.08
245;4.75;0.32;14.06
250;4.75;0.32;14.06
255;4.75;0.32;14.06
0;0.00;0.00;0.00
5;0.00;0.00;0.00
10;0.00;0.00;0.00
15;0.00;0.00;0.00
20;0.00;0.00;0.00
25;0.00;0.32;-1.02
30;0.00;0.00;0.00
35;0.00;0.00;0.00
40;0.00;0.00;0.00
45;4.76;0.32;14.07
50;0.00;0.00;0.00
55;0.00;0.00;0.00
60;0.00;0.00;0.00
65;4.76;0.32;14.07
70;0.00;0.00;0.00
75;0.00;0.00;0.00
80;0.00;0.00;0.00
85;4.76;0.33;14.06
90;0.00;0.00;0.00
95;0.00;0.00;0.00
100;0.00;0.32;-1.02
105;4.76;0.33;14.06
110;0.00;0.00;0.00
115;0.00;0.32;-1.02
120;4.75;0.33;14.04
125;0.00;0.00;0.00
130;0.00;0.00;0.00
135;4.75;0.32;14.06
140;4.75;0.00;15.07
145;0.00;0.00;0.00
150;4.75;0.32;14.06
155;4.75;0.33;14.03
160;0.00;0.00;0.00
165;4.75;0.33;14.04
170;4.75;0.33;14.04
175;0.00;0.00;0.00
180;4.75;0.33;14.04
185;4.76;0.33;14.06
190;0.00;0.00;0.00
195;4.75;0.33;14.04
200;4.76;0.33;14.06
205;0.00;0.00;0.00
210;4.76;0.33;14.06
215;4.76;0.33;14.06
220;0.00;0.33;-1.04
225;4.75;0.33;14.04
230;4.75;0.33;14.04
235;4.76;0.33;14.06
240;4.75;0.33;14.04
245;4.75;0.33;14.04
250;4.76;0.33;14.06
255;4.75;0.33;14.04
0;0.00;0.00;0.00
5;0.00;0.00;0.00
10;0.00;0.00;0.00
15;4.75;0.00;15.08
20;0.00;0.00;0.00
25;0.00;0.00;0.00
30;0.00;0.00;0.00
35;4.76;0.00;15.10
40;0.00;0.00;0.00
45;0.00;0.00;0.00
50;0.00;0.00;0.00
55;4.75;0.34;14.01
60;0.00;0.00;0.00
65;0.00;0.00;0.00
70;0.00;0.33;-1.04
75;4.76;0.00;15.10
80;0.00;0.00;0.00
85;0.00;0.00;0.00
90;4.76;0.33;14.06
95;0.00;0.00;0.00
100;0.00;0.00;0.00
105;0.00;0.00;0.00
110;4.75;0.33;14.04
115;0.00;0.00;0.00
120;0.00;0.00;0.00
125;4.76;0.33;14.04
130;4.76;0.00;15.10
135;0.00;0.00;0.00
140;4.75;0.33;14.04
145;4.75;0.33;14.04
150;0.00;0.00;0.00
155;4.76;0.33;14.04
160;4.75;0.33;14.04
165;0.00;0.00;0.00
170;4.76;0.33;14.06
175;4.76;0.33;14.04
180;0.00;0.00;0.00
185;4.76;0.33;14.06
190;4.76;0.33;14.04
195;0.00;0.00;0.00
200;4.75;0.33;14.04
205;4.76;0.33;14.06
210;0.00;0.00;0.00
215;4.76;0.33;14.06
220;4.75;0.33;14.04
225;4.75;0.00;15.07
230;4.76;0.33;14.04
235;4.75;0.33;14.03
240;0.00;0.33;-1.04
245;4.76;0.33;14.06
250;4.75;0.33;14.03
255;4.75;0.33;14.03
0;0.00;0.00;0.00
5;0.00;0.00;0.00
10;0.00;0.00;0.00
15;0.00;0.00;0.00
20;0.00;0.00;0.00
25;4.75;0.00;15.08
30;0.00;0.00;0.00
35;0.00;0.00;0.00
40;0.00;0.00;0.00
45;4.76;0.33;14.04
50;0.00;0.00;0.00
55;0.00;0.00;0.00
60;0.00;0.00;0.00
65;4.75;0.34;14.01
70;0.00;0.00;0.00
75;0.00;0.00;0.00
80;0.00;0.33;-1.04
85;4.76;0.00;15.10
90;0.00;0.00;0.00
95;0.00;0.00;0.00
100;4.75;0.33;14.04
105;0.00;0.00;0.00
110;0.00;0.00;0.00
115;0.00;0.33;-1.04
120;4.76;0.33;14.06
125;0.00;0.00;0.00
130;0.00;0.32;-1.02
135;4.76;0.33;14.06
140;0.00;0.00;0.00
145;0.00;0.00;0.00
150;4.76;0.33;14.06
155;4.75;0.00;15.08
160;0.00;0.00;0.00
165;4.75;0.33;14.04
170;4.75;0.33;14.04
175;0.00;0.00;0.00
180;4.75;0.33;14.04
185;4.76;0.33;14.06
190;0.00;0.00;0.00
195;4.75;0.33;14.04
200;4.75;0.33;14.04
205;0.00;0.00;0.00
210;4.75;0.33;14.04
215;4.76;0.33;14.06
220;0.00;0.00;0.00
225;4.76;0.33;14.06
230;4.75;0.33;14.04
235;0.00;0.32;-1.02
240;4.75;0.33;14.04
245;4.75;0.33;14.04
250;4.76;0.33;14.06
255;4.75;0.33;14.04
0;0.00;0.00;0.00
5;0.00;0.00;0.00
10;0.00;0.00;0.00
15;0.00;0.00;0.00
20;0.00;0.00;0.00
25;0.00;0.00;0.00
30;0.00;0.00;0.00
35;0.00;0.00;0.00
40;4.75;0.00;15.08
45;0.00;0.00;0.00
50;0.00;0.00;0.00
55;0.00;0.00;0.00
60;4.75;0.33;14.03
65;0.00;0.00;0.00
70;0.00;0.00;0.00
75;0.00;0.33;-1.04
80;4.76;0.00;15.10
85;0.00;0.00;0.00
90;0.00;0.00;0.00
95;4.76;0.33;14.06
100;0.00;0.00;0.00
105;0.00;0.00;0.00
110;0.00;0.32;-1.02
115;4.76;0.33;14.06
120;0.00;0.00;0.00
125;0.00;0.00;0.00
130;4.75;0.33;14.04
135;0.00;0.00;0.00
140;0.00;0.00;0.00
145;4.76;0.33;14.06
150;4.75;0.33;14.04
155;0.00;0.00;0.00
160;4.76;0.33;14.06
165;4.75;0.33;14.04
170;0.00;0.00;0.00
175;4.76;0.33;14.06
180;4.75;0.33;14.04
185;0.00;0.00;0.00
190;4.75;0.33;14.04
195;4.76;0.33;14.06
200;0.00;0.00;0.00
205;4.75;0.33;14.04
210;4.76;0.33;14.06
215;0.00;0.00;0.00
220;4.76;0.33;14.06
225;4.75;0.33;14.04
230;0.00;0.00;0.00
235;4.75;0.33;14.04
240;4.76;0.33;14.06
245;4.75;0.33;14.03
250;4.75;0.33;14.04
255;4.75;0.33;14.04
0;0.00;0.00;0.00
5;0.00;0.00;0.00
10;0.00;0.00;0.00
15;0.00;0.00;0.00
20;0.00;0.00;0.00
25;0.00;0.00;0.00
30;0.00;0.32;-1.02
35;0.00;0.00;0.00
40;0.00;0.00;0.00
45;0.00;0.00;0.00
50;0.00;0.32;-1.02
55;0.00;0.00;0.00
60;0.00;0.00;0.00
65;0.00;0.00;0.00
70;0.00;0.32;-1.02
75;4.75;0.00;15.07
80;0.00;0.00;0.00
85;0.00;0.00;0.00
90;4.76;0.33;14.06
95;0.00;0.00;0.00
100;0.00;0.00;0.00
105;0.00;0.00;0.00
110;4.75;0.33;14.04
115;0.00;0.00;0.00
120;0.00;0.00;0.00
125;4.75;0.33;14.04
130;4.75;0.00;15.07
135;0.00;0.00;0.00
140;4.75;0.33;14.04
145;4.76;0.33;14.04
150;0.00;0.00;0.00
155;4.76;0.33;14.06
160;4.76;0.33;14.06
165;0.00;0.00;0.00
170;4.76;0.33;14.06
175;4.75;0.33;14.04
180;0.00;0.00;0.00
185;4.75;0.33;14.04
190;4.75;0.33;14.04
195;0.00;0.00;0.00
200;4.76;0.33;14.06
205;4.76;0.33;14.06
210;0.00;0.00;0.00
215;4.75;0.33;14.04
220;4.76;0.33;14.06
